PlayDate,AP,N01,N02,N03,N04,N05,N06,N07,N08,N09,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20
2015-04-25,P,13,14,16,21,22,26,28,30,33,36,42,43,46,47,48,54,55,66,68,69
2015-04-25,A,12,22,23,24,29,31,32,33,35,36,39,44,48,49,50,53,56,60,61,65
2015-04-24,P,2,5,10,12,13,17,18,21,22,26,32,38,44,47,49,51,54,62,63,66
2015-04-24,A,1,2,3,9,15,20,33,36,40,41,43,44,53,54,56,57,58,61,65,68
2015-04-23,P,2,3,6,8,10,12,14,21,24,29,32,36,38,39,40,41,53,59,60,62
2015-04-23,A,8,10,15,16,20,22,25,26,28,32,34,36,41,45,53,54,55,58,59,68
2015-04-22,P,6,7,10,11,14,15,17,19,26,30,42,44,46,49,50,51,53,55,57,60
2015-04-22,A,1,3,11,18,23,26,27,28,29,31,32,34,35,39,50,56,57,60,63,70
2015-04-21,P,3,9,10,12,17,27,28,34,36,38,41,43,46,51,54,56,58,60,61,64
2015-04-21,A,2,4,6,7,11,16,22,23,25,28,29,32,35,44,47,60,61,64,66,68
2015-04-20,P,3,6,8,9,14,16,17,25,27,28,30,36,37,42,44,48,50,63,65,69
2015-04-20,A,5,9,14,16,18,23,26,32,36,40,42,44,52,54,58,60,65,66,67,68
2015-04-19,P,1,14,15,17,18,19,21,22,27,28,31,32,38,39,40,54,55,56,66,69
2015-04-19,A,1,7,8,11,22,23,30,32,34,35,36,40,42,47,49,55,57,58,62,63
2015-04-18,P,5,7,8,10,11,14,18,20,23,36,37,40,44,45,48,50,52,54,57,58
2015-04-18,A,1,12,16,17,22,30,32,33,34,39,44,50,52,54,55,61,64,65,68,70
2015-04-17,P,1,6,8,12,14,18,27,33,34,37,38,40,46,47,50,51,56,60,65,69
2015-04-17,A,4,10,11,12,15,26,27,29,30,33,37,47,50,51,54,60,62,63,65,69
2015-04-16,P,4,9,11,13,15,16,22,24,27,29,31,33,38,41,47,50,53,59,61,69
2015-04-16,A,1,3,4,6,7,19,22,24,25,32,38,44,45,46,47,48,50,55,56,61
2015-04-15,P,4,12,16,19,20,25,28,29,33,35,36,45,46,49,50,55,58,63,64,68
2015-04-15,A,2,3,13,14,24,32,38,43,45,48,49,52,53,57,60,65,66,67,68,70
2015-04-14,P,1,16,24,27,28,30,31,33,34,39,40,42,49,50,52,53,56,59,62,64
2015-04-14,A,2,9,11,17,19,20,22,27,34,41,46,49,50,52,54,57,59,64,66,70
2015-04-13,P,6,7,13,14,21,29,31,37,38,42,47,48,50,52,53,56,57,58,60,63
2015-04-13,A,1,3,13,14,15,19,25,31,32,37,39,49,56,58,60,64,65,66,69,70
2015-04-12,P,5,6,7,11,12,15,16,17,18,22,28,34,39,44,49,50,58,59,64,67
2015-04-12,A,10,11,16,18,24,33,37,41,45,50,52,53,55,56,63,64,66,68,69,70
2015-04-11,P,3,5,6,7,8,9,12,13,25,28,30,35,38,39,42,44,50,51,56,66
2015-04-11,A,3,4,11,15,16,17,21,24,32,34,39,41,45,46,48,50,52,54,55,63
2015-04-10,P,2,5,6,8,20,25,28,33,36,38,39,40,45,53,55,57,61,64,69,70
2015-04-10,A,2,6,16,18,26,28,30,32,40,41,51,57,58,61,64,65,67,68,69,70
2015-04-09,P,1,6,7,12,20,28,29,35,38,39,40,42,44,52,56,57,63,65,67,69
2015-04-09,A,1,6,7,8,14,17,24,28,31,32,33,35,36,44,45,62,65,68,69,70
2015-04-08,P,8,16,17,25,26,27,28,30,32,34,36,37,40,42,46,47,61,62,64,65
2015-04-08,A,1,5,6,7,21,24,29,30,33,35,45,46,47,48,49,53,55,61,64,66
2015-04-07,P,6,13,14,17,20,21,30,32,33,35,43,44,46,53,56,58,60,68,69,70
2015-04-07,A,3,10,12,13,14,17,22,23,28,39,44,45,46,50,58,60,64,65,66,69
2015-04-06,P,1,6,10,14,25,32,34,35,36,40,41,43,45,46,51,52,54,55,61,68
2015-04-06,A,6,7,11,16,26,37,38,39,43,47,48,49,53,54,58,59,61,62,65,66
2015-04-05,P,1,9,14,16,22,23,25,28,30,31,33,34,42,50,57,63,66,67,69,70
2015-04-05,A,2,3,9,15,20,31,33,35,38,39,42,45,51,54,55,56,59,62,64,67
2015-04-04,P,1,3,4,5,19,21,23,25,28,34,35,40,44,47,58,64,67,68,69,70
2015-04-04,A,2,5,6,9,16,18,25,30,33,34,38,39,43,48,49,60,64,65,67,69
2015-04-03,P,6,10,11,14,17,18,19,30,34,38,39,40,41,47,50,51,54,62,65,70
2015-04-03,A,7,10,16,19,24,27,32,35,40,41,43,44,47,51,53,54,56,61,62,69
2015-04-02,P,9,11,18,21,22,34,40,41,46,48,50,51,53,55,58,59,61,63,65,68
2015-04-02,A,1,4,5,7,8,12,20,34,37,43,50,53,55,56,59,62,64,66,67,68
2015-04-01,P,1,2,8,11,14,17,22,25,33,35,39,43,44,49,51,53,58,63,66,70
2015-04-01,A,7,9,15,24,26,28,32,37,38,39,40,46,47,51,57,58,62,63,64,65
2015-03-31,P,1,8,12,13,18,19,22,23,30,34,36,39,43,45,47,50,58,59,63,69
2015-03-31,A,4,7,10,13,14,15,16,18,23,25,29,32,36,37,39,43,45,46,51,52
2015-03-30,P,2,3,4,12,14,22,24,26,27,28,29,31,32,39,50,53,60,61,64,70
2015-03-30,A,1,3,7,16,17,22,26,28,31,33,35,36,37,39,48,55,57,58,63,66
2015-03-29,P,1,4,13,14,20,21,24,25,33,36,41,45,48,49,50,53,55,57,64,68
2015-03-29,A,3,15,17,23,24,27,32,34,36,43,44,46,48,50,51,60,63,68,69,70
2015-03-28,P,2,3,5,6,17,22,28,31,32,33,37,41,45,49,51,56,57,62,65,70
2015-03-28,A,4,6,18,19,21,24,26,29,34,35,36,42,44,47,50,58,60,64,66,70
2015-03-27,P,1,5,6,10,11,16,18,26,28,29,32,33,36,40,43,45,51,54,56,60
2015-03-27,A,10,12,14,16,20,21,24,26,31,33,37,38,47,48,51,52,54,61,62,65
2015-03-26,P,1,3,4,9,10,12,19,21,22,26,27,28,38,41,45,49,51,55,56,61
2015-03-26,A,4,5,7,8,12,15,16,18,21,22,23,25,31,42,44,45,52,53,69,70
2015-03-25,P,6,8,9,11,14,21,22,23,27,29,37,45,52,53,54,56,60,62,64,69
2015-03-25,A,1,5,20,22,28,30,41,45,49,50,52,56,57,58,59,60,63,66,67,70
2015-03-24,P,2,3,12,16,18,19,25,32,39,42,48,49,50,54,58,61,62,64,65,68
2015-03-24,A,13,15,17,18,20,24,28,29,31,38,39,46,47,51,56,58,61,67,68,69
2015-03-23,P,5,7,12,16,20,24,25,26,27,29,35,38,39,43,52,56,57,61,63,66
2015-03-23,A,2,8,10,13,14,17,22,24,30,31,38,39,40,51,52,62,64,67,69,70
2015-03-22,P,2,5,11,13,15,19,27,33,37,39,42,45,54,55,59,61,62,64,65,67
2015-03-22,A,3,12,17,18,21,30,31,34,35,36,45,49,51,52,53,54,56,60,63,65
2015-03-21,P,3,5,8,10,15,19,21,25,27,31,41,43,47,51,53,56,59,61,64,69
2015-03-21,A,5,9,13,19,22,24,25,32,38,39,43,47,56,58,61,62,63,64,67,70
2015-03-20,P,2,4,5,6,9,10,12,17,18,22,24,25,31,34,36,43,46,48,54,62
2015-03-20,A,5,6,12,14,16,21,22,23,35,37,42,45,49,51,52,54,63,64,65,70
2015-03-19,P,1,2,9,11,19,22,25,27,35,36,37,40,43,44,47,50,56,58,61,68
2015-03-19,A,2,3,5,6,8,9,12,13,17,20,31,35,36,43,49,50,51,52,62,69
2015-03-18,P,3,7,9,11,14,16,20,21,25,26,32,34,38,44,49,53,59,62,63,66
2015-03-18,A,1,4,8,15,20,21,24,31,35,38,46,49,51,52,57,59,60,63,64,66
2015-03-17,P,4,5,6,17,21,22,28,32,34,38,47,48,54,55,56,60,61,63,67,70
2015-03-17,A,6,9,10,16,18,20,26,31,35,39,41,42,46,49,55,57,60,67,68,69
2015-03-16,P,2,6,9,10,11,14,19,21,22,24,25,30,32,34,35,37,45,50,59,64
2015-03-16,A,1,10,12,13,14,16,18,22,25,27,36,37,48,49,52,55,56,57,60,62
2015-03-15,P,1,7,8,9,21,22,24,27,33,45,48,52,53,56,57,58,62,64,66,69
2015-03-15,A,5,9,10,13,16,19,22,24,31,32,34,37,45,48,51,53,56,57,64,66
2015-03-14,P,4,8,11,12,13,14,17,23,29,30,34,35,40,42,43,46,55,58,63,68
2015-03-14,A,9,10,15,23,24,26,29,32,38,40,42,43,47,49,50,52,53,58,61,68
2015-03-13,P,2,3,9,12,17,19,21,22,29,34,35,36,37,41,42,48,50,53,54,55
2015-03-13,A,6,7,11,16,22,23,25,31,32,34,39,43,48,51,54,55,58,59,61,64
2015-03-12,P,1,7,8,9,13,14,20,22,24,26,30,31,39,41,56,59,64,65,68,70
2015-03-12,A,1,2,3,7,10,26,27,28,30,34,38,41,43,47,48,51,52,55,57,58
2015-03-11,P,1,3,7,10,13,18,20,32,34,35,39,40,45,47,57,58,61,62,64,70
2015-03-11,A,1,9,14,17,18,22,25,27,29,30,37,38,39,40,41,51,57,60,62,69
2015-03-10,P,4,8,21,23,24,28,29,30,38,42,48,49,50,52,55,61,64,65,66,68
2015-03-10,A,3,9,10,13,14,16,19,25,27,33,34,35,38,45,52,53,60,62,66,68
2015-03-09,P,4,5,9,12,13,15,19,23,30,32,34,36,38,46,48,51,56,62,63,65
2015-03-09,A,3,9,11,16,22,31,33,39,41,43,45,47,51,53,57,58,61,62,63,64
2015-03-08,P,2,4,9,11,14,19,20,23,29,38,40,46,53,58,59,62,63,66,67,69
2015-03-08,A,1,4,7,13,17,18,21,22,23,24,28,31,36,42,43,44,45,47,51,62
2015-03-07,P,1,3,16,18,19,23,25,28,29,33,41,42,45,48,49,51,55,61,63,65
2015-03-07,A,1,4,8,10,15,16,19,20,23,28,31,33,48,50,51,54,56,57,61,67
2015-03-06,P,3,4,7,11,13,14,15,19,20,24,33,41,43,51,53,57,58,64,67,68
2015-03-06,A,16,23,24,28,29,33,34,38,40,41,42,46,47,51,53,56,60,65,67,70
2015-03-05,P,1,4,8,10,11,13,16,20,22,23,24,30,33,34,35,36,49,54,59,70
2015-03-05,A,2,7,15,17,22,24,26,32,33,36,40,49,50,51,52,55,57,60,64,67
2015-03-04,P,2,8,13,16,20,23,30,31,32,33,36,38,44,51,52,53,56,63,64,68
2015-03-04,A,3,6,8,12,20,24,27,31,32,37,39,41,43,45,46,50,53,54,59,65
2015-03-03,P,9,10,13,17,18,27,31,40,42,43,46,50,54,55,56,60,61,64,67,68
2015-03-03,A,3,8,11,19,22,26,28,34,35,38,40,43,44,48,50,55,61,62,69,70
2015-03-02,P,9,18,20,21,25,26,33,35,37,39,41,44,45,46,48,52,56,61,67,70
2015-03-02,A,1,5,11,16,17,21,22,24,25,26,32,34,37,40,47,50,62,64,65,68
2015-03-01,P,4,7,9,10,14,15,18,19,24,27,34,36,38,43,46,47,52,54,64,67
2015-03-01,A,2,3,10,11,12,15,17,18,19,30,36,37,44,47,50,57,61,62,66,67
2015-02-28,P,1,2,7,13,14,16,18,19,24,34,37,46,47,50,51,52,53,60,62,69
2015-02-28,A,2,3,5,6,8,10,22,24,30,31,33,38,41,44,50,52,54,57,59,65
2015-02-27,P,1,2,3,4,7,9,13,16,23,27,28,35,39,44,49,50,61,62,63,70
2015-02-27,A,3,6,7,9,13,14,19,25,29,32,35,46,54,59,61,62,64,65,68,70
2015-02-26,P,2,4,5,6,7,9,13,17,20,21,25,35,42,49,54,60,61,65,66,67
2015-02-26,A,3,8,10,12,13,18,31,34,38,40,45,47,48,50,53,54,57,61,62,64
2015-02-25,P,3,9,17,19,27,28,33,34,37,38,42,43,47,49,51,52,57,59,67,70
2015-02-25,A,7,8,11,12,15,16,17,20,28,29,32,34,36,40,41,45,46,47,60,67
2015-02-24,P,6,9,16,18,22,27,33,37,41,42,44,46,47,53,54,56,57,61,66,70
2015-02-24,A,1,2,8,12,13,15,22,24,29,31,36,44,45,49,55,56,57,60,64,67
2015-02-23,P,2,8,10,15,16,18,28,29,31,36,41,42,44,45,50,53,61,63,65,69
2015-02-23,A,9,10,11,13,14,15,21,25,30,33,36,37,42,44,46,48,52,56,67,69
2015-02-22,P,1,3,5,8,10,24,27,31,32,35,37,41,44,45,48,52,53,57,63,70
2015-02-22,A,5,8,10,13,14,20,21,22,29,32,38,39,42,44,45,53,61,64,66,69
2015-02-21,P,5,9,10,11,13,16,17,21,23,27,29,30,34,43,51,57,60,63,68,69
2015-02-21,A,1,3,4,11,19,35,36,37,39,40,45,47,48,49,51,57,59,61,63,69
2015-02-20,P,1,5,9,14,18,20,25,26,31,32,33,34,38,43,47,50,55,58,61,67
2015-02-20,A,5,7,15,16,21,22,27,30,32,34,36,44,45,52,54,57,60,61,64,68
2015-02-19,P,2,3,9,10,14,15,17,22,23,33,35,37,39,43,46,56,63,65,69,70
2015-02-19,A,1,2,8,21,25,27,29,30,31,32,36,37,39,43,45,47,54,60,63,68
2015-02-18,P,3,5,6,12,16,19,21,22,25,28,30,31,34,35,37,39,49,63,65,66
2015-02-18,A,2,3,4,5,9,12,14,17,22,28,35,37,38,42,48,50,52,54,56,62
2015-02-17,P,2,6,9,12,15,16,17,19,30,35,43,45,50,54,57,58,61,63,68,70
2015-02-17,A,3,4,6,8,10,12,14,15,17,24,25,43,45,49,50,54,56,63,64,69
2015-02-16,P,2,4,14,15,18,24,25,28,31,34,39,48,51,58,62,64,66,67,68,70
2015-02-16,A,3,6,10,14,15,18,26,27,30,36,45,50,51,55,56,58,62,64,68,69
2015-02-15,P,2,8,10,12,13,16,17,18,22,23,32,34,39,40,42,45,46,47,60,65
2015-02-15,A,7,8,13,18,25,27,31,35,37,40,43,44,48,49,51,53,55,61,64,66
2015-02-14,P,1,6,11,12,15,17,20,21,23,29,30,32,33,41,48,56,59,62,68,70
2015-02-14,A,7,9,10,12,14,20,25,33,36,38,41,43,46,47,49,53,60,63,65,68
2015-02-13,P,17,20,22,29,30,31,33,34,39,41,42,43,50,51,64,66,67,68,69,70
2015-02-13,A,2,6,13,14,17,26,28,29,31,32,39,41,42,43,53,54,59,64,66,70
2015-02-12,P,1,6,7,8,10,12,18,23,27,29,32,34,39,40,41,60,62,65,67,70
2015-02-12,A,2,9,13,14,17,19,20,30,31,32,35,37,39,41,44,45,52,56,63,67
2015-02-11,P,3,5,10,11,14,19,23,26,31,32,34,52,56,58,59,62,63,65,66,69
2015-02-11,A,2,3,4,9,17,20,21,26,31,35,37,42,44,45,54,56,57,67,68,70
2015-02-10,P,1,5,7,8,9,10,20,21,26,45,46,47,50,53,54,55,56,59,61,65
2015-02-10,A,1,2,5,7,9,21,24,26,27,30,31,37,45,49,53,58,61,67,68,70
2015-02-09,P,1,5,9,10,12,13,18,19,22,26,34,37,39,45,46,50,52,54,58,63
2015-02-09,A,7,8,9,16,19,21,26,28,32,37,41,44,50,51,53,55,58,62,63,66
2015-02-08,P,1,4,6,7,9,11,15,16,18,19,21,31,32,38,45,55,56,57,60,67
2015-02-08,A,4,8,10,12,13,14,16,17,18,20,25,31,39,44,46,54,60,62,63,68
2015-02-07,P,4,6,14,19,21,24,25,29,30,31,32,39,40,47,48,49,52,53,55,63
2015-02-07,A,12,14,16,17,18,25,31,34,37,46,48,50,51,54,55,60,62,65,69,70
2015-02-06,P,6,14,16,20,23,26,29,31,35,36,37,39,42,43,44,59,63,64,66,69
2015-02-06,A,2,3,4,7,9,15,16,17,21,25,27,32,40,42,43,45,47,62,63,68
2015-02-05,P,6,8,15,20,21,23,24,28,29,30,35,36,37,39,41,51,56,58,60,67
2015-02-05,A,1,6,11,16,21,26,29,31,35,37,40,41,44,46,50,52,58,59,66,69
2015-02-04,P,3,4,6,7,12,13,19,23,25,28,29,42,46,47,48,55,58,59,62,63
2015-02-04,A,1,4,10,12,17,28,31,32,35,37,43,46,50,51,57,58,61,65,66,68
2015-02-03,P,2,8,10,11,13,14,19,31,33,34,36,37,44,46,47,48,52,56,62,70
2015-02-03,A,1,2,3,9,10,11,12,22,26,30,31,35,38,40,41,47,59,63,65,70
2015-02-02,P,1,10,12,15,16,19,22,28,29,32,33,37,46,48,50,53,56,63,66,68
2015-02-02,A,3,5,7,8,13,18,24,38,41,44,45,47,48,50,56,58,59,60,67,69
2015-02-01,P,3,9,12,14,16,20,23,25,30,31,36,43,47,51,55,60,64,66,67,68
2015-02-01,A,7,12,13,15,16,20,21,24,28,29,37,42,43,47,48,52,58,60,61,66
2015-01-31,P,2,3,11,17,18,21,24,25,29,30,38,40,41,45,48,49,51,57,60,63
2015-01-31,A,1,2,3,12,13,17,18,19,20,21,25,31,38,40,49,57,58,65,66,69
2015-01-30,P,2,3,6,8,9,12,13,14,18,19,23,26,33,36,37,42,53,54,63,64
2015-01-30,A,1,4,12,17,20,21,23,25,26,33,34,40,46,51,52,53,55,57,65,67
2015-01-29,P,3,8,9,14,17,22,23,27,28,34,36,37,38,43,50,51,58,60,62,66
2015-01-29,A,1,3,4,5,8,11,13,15,17,18,20,22,25,33,38,39,48,51,61,66
2015-01-28,P,1,4,6,7,9,13,21,29,30,32,33,39,51,52,54,56,59,62,65,69
2015-01-28,A,1,6,8,11,15,18,21,23,24,26,27,29,31,34,37,38,46,47,51,56
2015-01-27,P,1,9,11,13,14,29,30,38,42,46,47,51,53,54,56,65,66,67,68,69
2015-01-27,A,5,7,8,16,24,28,34,40,42,46,48,49,51,56,57,58,59,61,63,65
2015-01-26,P,2,5,7,10,12,18,21,28,36,39,42,45,50,51,56,57,60,63,64,69
2015-01-26,A,1,6,8,16,17,18,19,27,28,31,32,33,34,35,42,44,50,59,61,63
2015-01-25,P,1,2,4,6,21,22,23,31,36,38,48,51,52,55,58,61,63,68,69,70
2015-01-25,A,5,9,11,14,18,19,22,27,28,33,35,42,44,45,48,49,50,53,58,59
2015-01-24,P,4,8,17,19,27,35,37,39,41,42,50,52,53,55,60,61,64,65,67,70
2015-01-24,A,2,13,17,20,24,25,29,31,34,35,36,38,42,47,50,51,54,61,67,69
2015-01-23,P,2,4,5,16,22,23,28,32,35,36,37,42,44,53,54,55,59,62,66,68
2015-01-23,A,9,11,14,18,21,23,24,25,26,38,40,42,45,48,52,58,60,61,69,70
2015-01-22,P,8,12,13,18,23,25,26,31,34,39,43,45,52,53,54,56,58,63,65,69
2015-01-22,A,1,10,17,18,22,24,25,26,32,34,38,40,41,43,45,51,57,59,68,70
2015-01-21,P,4,8,9,11,14,15,18,19,26,27,33,38,39,40,44,51,57,59,61,70
2015-01-21,A,5,7,8,10,13,16,17,20,29,32,35,41,44,46,47,51,52,55,60,70
2015-01-20,P,2,12,18,20,22,25,26,27,28,29,31,40,44,51,52,61,64,65,66,69
2015-01-20,A,3,5,8,10,12,16,18,27,29,32,34,37,40,42,43,44,45,62,63,64
2015-01-19,P,6,15,16,17,18,21,22,23,25,33,35,36,45,48,52,55,64,65,66,69
2015-01-19,A,3,5,7,9,13,14,15,17,18,20,31,38,40,41,42,51,52,57,63,67
2015-01-18,P,3,4,9,17,26,28,31,32,34,35,41,42,45,52,56,57,58,61,68,69
2015-01-18,A,1,6,11,16,19,20,22,24,25,29,32,38,47,49,58,59,62,64,67,69
2015-01-17,P,5,8,9,10,17,23,24,26,32,34,39,40,48,50,52,56,59,60,65,66
2015-01-17,A,3,4,15,18,20,21,27,30,32,33,34,42,47,48,53,55,59,62,63,67
2015-01-16,P,3,7,9,10,12,14,15,21,22,25,27,29,32,33,37,39,46,50,51,56
2015-01-16,A,1,2,4,6,10,15,20,23,24,31,32,36,43,44,45,52,53,54,64,65
2015-01-15,P,3,6,8,10,12,14,15,16,23,33,35,43,44,45,52,53,58,60,63,66
2015-01-15,A,2,4,7,11,18,22,23,24,27,28,32,34,36,38,41,51,57,63,66,68
2015-01-14,P,4,5,15,21,24,27,34,35,36,38,39,42,45,47,48,50,57,59,69,70
2015-01-14,A,5,10,11,12,14,15,20,26,27,32,34,42,43,45,48,58,59,61,64,67
2015-01-13,P,6,8,11,13,18,22,31,36,41,47,50,55,58,60,63,64,66,67,68,70
2015-01-13,A,1,4,6,11,15,17,20,26,29,32,46,48,50,51,53,55,60,61,66,70
2015-01-12,P,3,5,8,11,12,18,20,21,24,25,30,31,37,39,46,47,51,53,56,62
2015-01-12,A,4,9,13,14,18,25,26,28,29,30,35,39,43,51,55,56,59,61,62,64
2015-01-11,P,10,12,19,22,23,32,33,37,40,42,43,45,48,51,53,58,59,60,62,64
2015-01-11,A,3,6,14,15,17,21,24,25,36,38,40,45,51,52,55,56,58,66,69,70
2015-01-10,P,2,4,6,7,13,18,19,23,25,28,30,33,35,41,47,49,52,55,58,64
2015-01-10,A,1,3,4,15,19,21,23,25,27,32,33,40,44,50,53,54,55,66,68,69
2015-01-09,P,8,9,12,16,17,18,28,35,36,37,38,40,42,48,53,54,59,66,67,69
2015-01-09,A,2,7,22,23,25,28,32,40,42,43,48,51,58,59,60,64,65,66,69,70
2015-01-08,P,1,6,10,11,13,22,27,28,31,32,34,35,40,42,45,47,50,51,66,70
2015-01-08,A,1,10,15,23,24,26,29,34,39,43,45,46,47,54,58,62,65,67,68,70
2015-01-07,P,8,13,15,17,18,20,26,28,30,32,37,40,41,42,53,55,56,60,62,67
2015-01-07,A,1,3,9,14,18,25,27,29,30,38,40,43,45,49,57,58,61,63,65,69
2015-01-06,P,1,10,12,17,19,23,24,26,27,34,35,40,43,48,54,56,58,59,65,66
2015-01-06,A,8,12,15,16,17,19,25,27,33,39,40,42,49,50,52,56,57,58,61,64
2015-01-05,P,2,5,7,9,10,18,21,25,27,33,36,37,45,48,51,54,56,61,63,70
2015-01-05,A,3,6,8,9,13,16,18,20,21,25,29,30,34,42,47,52,53,56,59,63
2015-01-04,P,1,4,5,6,7,10,19,29,36,41,42,44,49,51,54,57,58,59,60,61
2015-01-04,A,3,8,11,13,14,15,17,22,25,27,30,32,34,41,44,46,47,56,63,65
2015-01-03,P,1,2,3,4,10,12,13,26,32,35,43,48,49,51,53,59,60,62,66,67
2015-01-03,A,8,10,11,13,14,18,19,21,28,31,34,40,44,45,48,49,54,58,69,70
2015-01-02,P,1,8,10,13,15,20,21,24,31,36,37,47,49,50,52,60,64,67,68,69
2015-01-02,A,1,3,4,11,12,13,14,17,20,21,27,31,38,39,45,62,67,68,69,70
2015-01-01,P,4,9,12,16,20,21,27,28,29,30,31,38,40,41,44,47,50,52,61,67
2015-01-01,A,1,4,6,7,16,23,26,28,33,34,35,38,41,44,54,56,57,61,65,66
2014-12-31,P,2,11,16,17,20,21,26,28,33,36,38,44,46,54,55,61,64,67,68,70
2014-12-31,A,1,2,9,10,14,19,27,29,30,32,39,40,42,43,47,50,59,63,66,70
2014-12-30,P,1,7,8,12,13,17,20,23,27,30,31,33,38,44,46,52,55,64,68,70
2014-12-30,A,3,11,14,15,16,17,21,25,26,33,35,38,39,42,44,49,58,61,66,67
2014-12-29,P,4,5,13,14,19,20,22,24,25,27,30,32,34,38,54,55,60,61,65,69
2014-12-29,A,1,5,8,16,18,19,20,25,33,36,38,40,44,47,56,59,62,66,67,69
2014-12-28,P,5,10,14,16,17,19,23,31,40,42,43,46,47,48,51,52,54,58,59,61
2014-12-28,A,2,6,9,12,14,18,23,24,26,34,35,42,43,48,50,56,57,63,66,69
2014-12-27,P,1,4,7,9,22,25,29,30,35,36,38,41,43,44,45,47,57,58,65,66
2014-12-27,A,2,5,9,11,15,16,20,21,25,34,35,39,40,41,42,44,56,58,66,68
2014-12-26,P,5,8,12,13,14,15,23,28,33,34,35,36,41,42,43,49,58,59,67,70
2014-12-26,A,3,11,16,17,19,21,24,28,33,36,42,43,44,47,50,61,63,65,66,68
2014-12-25,P,1,6,7,11,14,16,21,22,24,25,32,35,43,45,46,50,53,56,67,70
2014-12-25,A,5,10,11,16,17,18,20,21,22,23,25,28,29,30,40,43,49,51,53,64
2014-12-24,P,4,14,19,28,29,31,32,33,42,47,49,54,55,56,59,62,63,67,68,70
2014-12-24,A,6,8,9,20,21,22,23,26,32,37,41,43,46,50,52,53,55,61,62,68
2014-12-23,P,1,4,9,14,19,20,24,27,28,29,30,35,36,37,45,50,54,57,58,60
2014-12-23,A,9,12,15,17,18,21,24,27,36,40,41,42,43,45,48,49,50,55,60,61
2014-12-22,P,3,8,9,16,22,24,26,30,31,32,40,45,47,48,52,58,60,67,68,69
2014-12-22,A,1,2,16,25,27,31,32,33,36,39,41,50,53,58,61,65,66,67,68,69
2014-12-21,P,1,10,13,16,17,20,25,26,31,32,36,38,40,44,45,50,53,57,61,70
2014-12-21,A,2,3,4,10,14,15,20,24,25,35,38,44,46,49,51,53,54,61,63,68
2014-12-20,P,3,6,7,9,12,13,14,15,16,19,21,28,30,31,51,56,59,63,66,67
2014-12-20,A,2,4,7,11,19,23,24,26,28,29,32,34,38,41,43,46,51,64,65,68
2014-12-19,P,2,3,6,7,10,18,19,20,22,29,31,47,51,52,53,56,62,65,66,68
2014-12-19,A,3,8,9,13,16,20,24,33,35,41,44,45,50,56,58,60,62,64,65,66
2014-12-18,P,5,9,15,16,18,29,31,33,34,36,45,47,52,53,55,61,62,63,65,67
2014-12-18,A,1,2,6,8,12,15,24,30,32,34,35,36,37,41,47,48,53,63,65,67
2014-12-17,P,2,3,4,5,7,11,18,29,36,39,41,46,49,50,56,62,64,65,66,68
2014-12-17,A,3,4,6,7,12,14,15,16,18,19,21,22,28,29,36,48,49,59,60,68
2014-12-16,P,1,3,5,6,7,22,26,30,36,42,45,47,49,54,56,61,62,63,64,65
2014-12-16,A,13,23,24,28,29,34,36,38,39,42,45,46,47,52,57,58,60,61,64,65
2014-12-15,P,2,8,12,13,20,21,25,31,33,38,39,40,44,49,52,56,60,61,66,68
2014-12-15,A,4,5,9,12,14,20,24,27,28,37,42,48,56,58,59,60,61,62,66,67
2014-12-14,P,4,5,9,10,15,16,23,24,26,33,34,36,58,61,62,63,64,67,68,70
2014-12-14,A,3,11,14,16,17,20,31,42,44,45,50,51,52,54,57,58,62,63,64,69
2014-12-13,P,2,3,13,14,16,20,22,27,30,33,35,36,39,41,43,48,55,56,60,63
2014-12-13,A,1,2,5,13,15,17,21,27,40,42,43,45,48,49,50,51,55,57,58,61
2014-12-12,P,7,11,12,17,27,34,35,38,40,41,43,45,47,51,53,59,65,68,69,70
2014-12-12,A,2,3,5,12,16,21,24,27,39,40,42,46,51,52,55,58,59,62,65,67
2014-12-11,P,2,11,14,20,21,22,26,27,28,33,40,45,46,50,58,61,62,65,66,70
2014-12-11,A,11,12,14,17,18,20,23,25,26,28,31,37,38,40,48,49,52,57,59,63
2014-12-10,P,8,10,13,14,15,16,18,23,27,28,30,31,32,42,45,46,49,58,62,63
2014-12-10,A,4,11,18,20,21,24,26,31,32,37,38,43,45,47,51,59,60,61,66,70
2014-12-09,P,6,12,14,19,22,24,27,28,31,32,36,45,47,50,54,58,60,63,67,69
2014-12-09,A,4,5,10,18,19,28,38,39,46,47,52,54,55,58,59,61,62,67,68,70
2014-12-08,P,5,8,9,10,11,13,16,19,21,23,25,27,30,37,43,45,55,58,60,68
2014-12-08,A,4,5,9,10,12,15,18,19,22,23,24,25,31,34,36,39,40,41,47,56
2014-12-07,P,5,8,9,11,24,25,28,31,32,33,36,45,50,51,52,55,56,58,64,69
2014-12-07,A,2,4,9,11,16,30,33,34,35,41,45,46,48,49,59,60,61,62,63,68
2014-12-06,P,1,11,13,18,20,21,22,24,26,31,33,37,40,44,45,46,50,58,62,69
2014-12-06,A,2,4,5,6,9,12,19,29,32,35,38,39,43,46,47,57,60,61,64,68
2014-12-05,P,12,13,17,19,23,26,27,30,31,32,38,41,43,52,53,58,61,66,67,68
2014-12-05,A,2,9,12,13,14,17,25,26,28,32,34,37,39,40,42,50,52,60,65,66
